user_id,age,target
31231366,27,0
4840552,27,0
5233532,27,0
54243845,27,0
39391513,27,0
21173694,27,0
19445890,27,0
42078376,27,0
51649482,27,0
48350646,27,0
18486961,27,0
29278075,27,0
955706,27,0
57538134,27,0
42565024,27,0
76564029,27,0
55075775,27,0
72939334,27,0
41999910,27,0
69208874,27,0
33012158,27,0
41885138,27,0
2455831,27,0
33035218,27,0
58004386,27,0
56177884,27,0
59887634,27,0
16138498,27,0
26435771,27,0
74906838,27,0
43322644,27,0
75128809,27,0
59193746,27,0
42242546,27,0
25297464,27,0
75140205,27,0
75810479,27,0
65813261,27,0
70246760,27,0
76256305,27,0
57350001,27,0
44097523,27,0
73900267,27,0
57016696,27,0
74670691,27,0
35861781,27,0
46287824,27,0
8556579,27,0
30933295,27,0
53346372,27,0
61352562,27,0
6748008,27,0
46534066,27,0
69816213,27,0
49169409,27,0
68625252,27,0
54328119,27,0
20504981,27,0
50884883,27,0
38037888,27,0
15526684,27,0
14497860,27,0
30529250,27,0
7425455,27,0
58334868,27,0
55977177,27,0
4725114,27,0
28015868,27,0
20432220,27,0
27219655,27,0
6189535,27,0
2232603,27,0
55320559,27,0
74501972,27,0
5331129,27,0
25715083,27,0
5479895,27,0
41774735,27,0
70861360,27,0
8549537,27,0
57536344,27,0
65376974,27,0
53551726,27,0
44216686,27,0
14707289,27,0
6823945,27,0
51180271,27,0
3706607,27,0
47175869,27,0
48576816,27,0
54938641,27,0
42067480,27,0
33651163,27,0
15692685,27,0
59885584,27,0
44308154,27,0
57753593,27,0
56559147,27,0
15106932,27,0
64861976,27,0
59182858,27,0
28913925,27,0
36124034,27,0
23656635,27,0
25942212,27,0
8857685,27,0
16575876,27,0
29919581,27,0
54087429,27,0
34532139,27,0
56303988,27,0
2205769,27,0
42390213,27,0
14518316,27,0
56305688,27,0
41914861,27,0
36551304,27,0
58295798,27,0
57734102,27,0
30143158,27,0
2186498,27,0
56467268,27,0
42557867,27,0
9422345,27,0
18879039,27,0
17476395,27,0
17227612,27,0
6939498,27,0
16134117,27,0
38527636,27,0
9374644,27,0
64394706,27,0
31618116,27,0
26121755,27,0
57625295,27,0
49319602,27,0
3904270,27,0
54905309,27,0
23494792,27,0
47088270,27,0
68095773,27,0
41097485,27,0
41532317,27,0
4079717,27,0
36579659,27,0
41753498,27,0
44459743,27,0
15935442,27,0
22434061,27,0
67604000,27,0
17188124,27,0
32264642,27,0
34212119,27,0
57656914,27,0
58510381,27,0
5218700,27,0
62209930,27,0
41824893,27,0
57827736,27,0
51547186,27,0
72270698,27,0
1199840,27,0
31364199,27,0
27387842,27,0
4371866,27,0
4278946,27,0
49323248,27,0
1420665,27,0
47372697,27,0
47090658,27,0
1266044,27,0
14654395,27,0
16859281,27,0
29350108,27,0
64179802,27,0
28973795,27,0
6840440,27,0
28816681,27,0
52661257,27,0
62417409,27,0
70375217,27,0
44337588,27,0
74372373,27,0
17642013,27,0
47290612,27,0
62145103,27,0
47721896,27,0
17634617,27,0
64209554,28,1
34174102,28,1
8542605,28,1
33712457,28,1
27636161,28,1
